"Commodity-wise, Market-wise Daily Report for State (Market Category wise) on: 05-Jun-2026 for State : Madhya Pradesh, Market Category : All Categories"

Market,Arrivals,Unit of Arrivals,Variety,Minimum Prices,Maximum Prices,Modal Prices,Unit of Price
Commodity Group Name : Cereals
Commodity Name : Bajra(Pearl Millet/Cumbu)
Gotegaon APMC,0.4,Metric Tonnes,Masur Dal,6000.0,6000.0,6000.0,Rs./Quintal
Guna APMC,25.880000000000003,Metric Tonnes,Masur Dal,5000.0,6740.0,5825.0,Rs./Quintal
Isagarh APMC,4.345000000000001,Metric Tonnes,Masur Dal,5880.0,6305.0,6305.0,Rs./Quintal
Jabalpur APMC,14.503,Metric Tonnes,Masur Dal,5000.0,6450.0,5900.0,Rs./Quintal
Jaora APMC,2.459,Metric Tonnes,Masur Dal,5001.0,6380.0,6380.0,Rs./Quintal
Jeerapur APMC,6.6739999999999995,Metric Tonnes,Masur Dal,6200.0,8575.0,6200.0,Rs./Quintal
Kalapipal APMC,1.5730000000000002,Metric Tonnes,Masur Dal,6261.0,6451.0,6451.0,Rs./Quintal
Kareli APMC,27.625,Metric Tonnes,Masur Dal,5000.0,6580.0,5400.0,Rs./Quintal
Katni APMC,21.124000000000002,Metric Tonnes,Masur Dal,2500.0,8376.0,6100.0,Rs./Quintal
Khujner APMC,0.893,Metric Tonnes,Masur Dal,6200.0,6670.0,6670.0,Rs./Quintal
Khurai APMC,61.321000000000005,Metric Tonnes,Masur Dal,5600.0,8531.0,6200.0,Rs./Quintal
Kolaras APMC,3.465,Metric Tonnes,Masur Dal,5400.0,6195.0,6195.0,Rs./Quintal
,26.541000000000004,Metric Tonnes,Masur Dal,5200.0,7205.0,6190.0,Rs./Quintal
Krishi Upaj Mandi Samiti Bichhiya,3.4200000000000004,Metric Tonnes,Masur Dal,5810.0,5810.0,5810.0,Rs./Quintal
Kumbhraj APMC,7.749,Metric Tonnes,Masur Dal,5550.0,7760.0,7760.0,Rs./Quintal
Kurawar APMC,4.548,Metric Tonnes,Masur Dal,4750.0,6650.0,6650.0,Rs./Quintal
Lateri APMC,0.13,Metric Tonnes,Masur Dal,6000.0,6000.0,6000.0,Rs./Quintal
Manasa APMC,1.391,Metric Tonnes,Masur Dal,5000.0,6500.0,6500.0,Rs./Quintal
Mandsaur APMC,10.484000000000002,Metric Tonnes,Masur Dal,1200.0,7799.0,6799.0,Rs./Quintal
Mungawali APMC,4.61,Metric Tonnes,Masur Dal,6000.0,6160.0,6160.0,Rs./Quintal
Nagod APMC,5.0,Metric Tonnes,Masur Dal,6100.0,6251.0,6100.0,Rs./Quintal
Nalkehda APMC,1.6170000000000002,Metric Tonnes,Masur Dal,7500.0,7712.0,7712.0,Rs./Quintal
Narsinghgarh APMC,4.111,Metric Tonnes,Masur Dal,5325.0,6850.0,6725.0,Rs./Quintal
Narsinghpur APMC,1.82,Metric Tonnes,Local,5670.0,5870.0,5870.0,Rs./Quintal
,3.2750000000000004,Metric Tonnes,Local,5701.0,5950.0,5795.0,Rs./Quintal
Neemuch APMC,3.266,Metric Tonnes,Masur Dal,4000.0,7921.0,7921.0,Rs./Quintal
Panna APMC,4.878,Metric Tonnes,Masur Dal,5915.0,6205.0,6080.0,Rs./Quintal
Piplya APMC,0.907,Metric Tonnes,Masur Dal,4901.0,7750.0,7750.0,Rs./Quintal
Rahatgarh APMC,1.25,Metric Tonnes,Local,6221.0,6221.0,6221.0,Rs./Quintal
Rehli APMC,0.6910000000000001,Metric Tonnes,Masur Dal,5801.0,6275.0,6275.0,Rs./Quintal
Rewa APMC,1.59,Metric Tonnes,Local,6000.0,6096.0,6096.0,Rs./Quintal
Sagar APMC,95.173,Metric Tonnes,Masur Dal,5255.0,9000.0,6180.0,Rs./Quintal
Sarangpur APMC,1.3550000000000002,Metric Tonnes,Masur Dal,6600.0,6800.0,6800.0,Rs./Quintal
Satna APMC,22.17,Metric Tonnes,Masur Dal,5105.0,6370.0,6020.0,Rs./Quintal
Shajapur APMC,0.10700000000000001,Metric Tonnes,Masur Dal,6300.0,6300.0,6300.0,Rs./Quintal
Shamgarh APMC,1.834,Metric Tonnes,Masur Dal,7651.0,7651.0,7651.0,Rs./Quintal
Shivpuri APMC,0.8650000000000001,Metric Tonnes,Masur Dal,5705.0,5705.0,5705.0,Rs./Quintal
Shujalpur APMC,8.284,Metric Tonnes,Masur Dal,5645.0,7431.0,7431.0,Rs./Quintal
Sihora APMC,0.41900000000000004,Metric Tonnes,Masur Dal,4000.0,5895.0,5895.0,Rs./Quintal
Sironj APMC,19.44,Metric Tonnes,Masur Dal,5500.0,7905.0,6200.0,Rs./Quintal
Tarana APMC,0.11100000000000002,Metric Tonnes,Masur Dal,6603.0,6603.0,6603.0,Rs./Quintal
Udaipura APMC,1.1800000000000002,Metric Tonnes,Masur Dal,4095.0,5955.0,5955.0,Rs./Quintal
Vidisha APMC,11.853000000000002,Metric Tonnes,Masur Dal,5000.0,8099.0,8099.0,Rs./Quintal
Commodity Name : Red gram/Arhar/Tur(whole)
Ajaygarh APMC,9.200000000000001,Metric Tonnes,Arhar Dal(Tur),6900.0,7100.0,7100.0,Rs./Quintal
Alirajpur APMC,1.5,Metric Tonnes,Arhar Dal(Tur),5000.0,5000.0,5000.0,Rs./Quintal
Bareli APMC,2.125,Metric Tonnes,Arhar Dal(Tur),5000.0,7350.0,7350.0,Rs./Quintal
Betul APMC,0.325,Metric Tonnes,Arhar Dal(Tur),5001.0,6200.0,6200.0,Rs./Quintal
Bhikangaon APMC,0.797,Metric Tonnes,Arhar Dal(Tur),5000.0,7000.0,7000.0,Rs./Quintal
Burhanpur APMC,4.769,Metric Tonnes,Arhar Dal(Tur),5795.0,7371.0,7371.0,Rs./Quintal
Chhindwara APMC,5.333,Metric Tonnes,Arhar Dal(Tur),6140.0,7345.0,7312.0,Rs./Quintal
Damoh APMC,6.897,Metric Tonnes,Arhar Dal(Tur),4895.0,7290.0,7290.0,Rs./Quintal
Gadarwada APMC,3.975,Metric Tonnes,Arhar Dal(Tur),2500.0,7500.0,7500.0,Rs./Quintal
,0.82,Metric Tonnes,Arhar Dal(Tur),5405.0,7700.0,7700.0,Rs./Quintal
Gairatganj APMC,0.1,Metric Tonnes,Arhar Dal(Tur),4300.0,4300.0,4300.0,Rs./Quintal
Garhakota APMC,0.31000000000000005,Metric Tonnes,Arhar Dal(Tur),6805.0,6805.0,6805.0,Rs./Quintal
Harda APMC,0.454,Metric Tonnes,Arhar Dal(Tur),6100.0,6100.0,6100.0,Rs./Quintal
Harsood APMC,0.34700000000000003,Metric Tonnes,Arhar Dal(Tur),5000.0,5801.0,5801.0,Rs./Quintal
Indore APMC,252.56,Metric Tonnes,Arhar Dal(Tur),6100.0,6871.0,6231.0,Rs./Quintal
Itarsi APMC,2.69,Metric Tonnes,Arhar Dal(Tur),1800.0,7005.0,7005.0,Rs./Quintal
Jabalpur APMC,45.396,Metric Tonnes,Arhar Dal(Tur),5705.0,7875.0,7500.0,Rs./Quintal
Kannod APMC,0.20400000000000001,Metric Tonnes,Arhar Dal(Tur),6881.0,6881.0,6881.0,Rs./Quintal
Kareli APMC,10.055,Metric Tonnes,Arhar Dal(Tur),3000.0,7000.0,7000.0,Rs./Quintal
Katni APMC,1.6500000000000001,Metric Tonnes,Arhar Dal(Tur),4400.0,6100.0,6100.0,Rs./Quintal
,541.45,Metric Tonnes,Arhar Dal(Tur),6649.79,8044.54,8044.54,Rs./Quintal
Khandwa APMC,8.936,Metric Tonnes,Arhar Dal(Tur),4400.0,7400.0,6599.0,Rs./Quintal
Khargone APMC,4.321000000000001,Metric Tonnes,Arhar Dal(Tur),4000.0,6750.0,6750.0,Rs./Quintal
Khategaon APMC,0.08600000000000001,Metric Tonnes,Arhar Dal(Tur),3350.0,5501.0,5501.0,Rs./Quintal
Khirakiya APMC,0.8550000000000001,Metric Tonnes,Arhar Dal(Tur),4700.0,6825.0,6825.0,Rs./Quintal
Kolaras APMC,1.239,Metric Tonnes,Arhar Dal(Tur),6805.0,6805.0,6805.0,Rs./Quintal
Narsinghpur APMC,4.295000000000001,Metric Tonnes,Arhar Dal(Tur),5830.0,7276.0,7276.0,Rs./Quintal
,1.52,Metric Tonnes,Arhar Dal(Tur),6700.0,7180.0,7180.0,Rs./Quintal
Pipariya APMC,8.25,Metric Tonnes,Arhar Dal(Tur),5680.0,7330.0,7330.0,Rs./Quintal
Satna APMC,1.843,Metric Tonnes,Arhar Dal(Tur),5505.0,6800.0,6800.0,Rs./Quintal
Shahpura Bhitoni (F&V) APMC,0.15500000000000003,Metric Tonnes,Arhar Dal(Tur),6500.0,6500.0,6500.0,Rs./Quintal
Udaipura APMC,2.7100000000000004,Metric Tonnes,Arhar Dal(Tur),3500.0,7445.0,6705.0,Rs./Quintal
Commodity Name : buttery
Ashoknagar APMC,53.035000000000004,Metric Tonnes,Buttery,3200.0,4285.0,4285.0,Rs./Quintal
Bamora APMC,0.4610000000000001,Metric Tonnes,Buttery,2800.0,3450.0,3450.0,Rs./Quintal
Banda APMC,1.1,Metric Tonnes,Buttery,2500.0,3350.0,3350.0,Rs./Quintal
Begamganj APMC,2.704,Metric Tonnes,Buttery,3060.0,4050.0,4050.0,Rs./Quintal
,0.935,Metric Tonnes,Buttery,2850.0,3830.0,3830.0,Rs./Quintal
Bina APMC,4.3500000000000005,Metric Tonnes,Buttery,1811.0,3776.0,3776.0,Rs./Quintal
Damoh APMC,49.629000000000005,Metric Tonnes,Buttery,2850.0,3855.0,3200.0,Rs./Quintal
Dindori APMC,32.2,Metric Tonnes,Buttery,2555.0,3000.0,3000.0,Rs./Quintal
Gairatganj APMC,0.5,Metric Tonnes,Buttery,3981.0,3981.0,3981.0,Rs./Quintal
Ganjbasoda APMC,3.9630000000000005,Metric Tonnes,Buttery,2300.0,3700.0,3700.0,Rs./Quintal
Garhakota APMC,1.415,Metric Tonnes,Buttery,3610.0,3695.0,3695.0,Rs./Quintal
Gorakhpur APMC,30.0,Metric Tonnes,Buttery,3000.0,3000.0,3000.0,Rs./Quintal
,13.5,Metric Tonnes,Buttery,2800.0,3005.0,3005.0,Rs./Quintal
Guna APMC,0.8420000000000001,Metric Tonnes,Buttery,3400.0,3400.0,3400.0,Rs./Quintal
Jabalpur APMC,22.684,Metric Tonnes,Buttery,2615.0,3955.0,2800.0,Rs./Quintal
Kareli APMC,19.835,Metric Tonnes,Buttery,3380.0,4811.0,4811.0,Rs./Quintal
Katni APMC,9.604000000000001,Metric Tonnes,Buttery,2600.0,3150.0,3150.0,Rs./Quintal
Mandla APMC,13.0,Metric Tonnes,Buttery,3040.0,3050.0,3050.0,Rs./Quintal
Mungawali APMC,2.355,Metric Tonnes,Buttery,3380.0,3380.0,3380.0,Rs./Quintal
Nagod APMC,12.5,Metric Tonnes,Buttery,3000.0,3250.0,3000.0,Rs./Quintal
Panna APMC,4.359000000000001,Metric Tonnes,Buttery,3000.0,3299.0,3299.0,Rs./Quintal
,0.34,Metric Tonnes,Buttery,2605.0,3100.0,3100.0,Rs./Quintal
Rehli APMC,1.062,Metric Tonnes,Buttery,3413.0,3413.0,3413.0,Rs./Quintal
Sagar APMC,28.247000000000003,Metric Tonnes,Buttery,2500.0,3965.0,3350.0,Rs./Quintal
Satna APMC,8.229000000000001,Metric Tonnes,Buttery,2915.0,3250.0,3100.0,Rs./Quintal
Sihora APMC,12.703000000000001,Metric Tonnes,Buttery,3230.0,3455.0,3455.0,Rs./Quintal
Sironj APMC,3.812,Metric Tonnes,Buttery,3000.0,4125.0,4125.0,Rs./Quintal
Udaipura APMC,1.4000000000000001,Metric Tonnes,Buttery,4015.0,4200.0,4200.0,Rs./Quintal
Commodity Group Name : Spices
Commodity Name : Ajwan
Neemuch APMC,0.028000000000000004,Metric Tonnes,Ajwan,7700.0,7700.0,7700.0,Rs./Quintal
Pohari APMC,1.5810000000000002,Metric Tonnes,Ajwan,12870.0,12900.0,12900.0,Rs./Quintal
Commodity Name : Asgand
Neemuch APMC,16.811000000000003,Metric Tonnes,Asgand,11900.0,25900.0,17000.0,Rs./Quintal
Commodity Name : Chili Red
Indore APMC,5.947,Metric Tonnes,Dry,7500.0,19410.0,19410.0,Rs./Quintal
Commodity Name : Methi Seeds
Agar APMC,0.191,Metric Tonnes,Methiseeds,5801.0,5801.0,5801.0,Rs./Quintal
Dewas APMC,0.071,Metric Tonnes,Methiseeds,4401.0,4401.0,4401.0,Rs./Quintal
Jaora APMC,81.19900000000001,Metric Tonnes,Methiseeds,3900.0,11476.0,7740.0,Rs./Quintal
Manasa APMC,12.572000000000001,Metric Tonnes,Methiseeds,4500.0,8801.0,6300.0,Rs./Quintal
Mandsaur APMC,30.39,Metric Tonnes,Methiseeds,3800.0,6900.0,5500.0,Rs./Quintal
Nagda APMC,0.084,Metric Tonnes,Methiseeds,6200.0,6200.0,6200.0,Rs./Quintal
Neemuch APMC,2.657,Metric Tonnes,Methiseeds,3001.0,4501.0,4500.0,Rs./Quintal
,13.038,Metric Tonnes,Methiseeds,1800.0,7800.0,5800.0,Rs./Quintal
Piplya APMC,0.17800000000000002,Metric Tonnes,Methiseeds,4591.0,5700.0,5700.0,Rs./Quintal
Sailana APMC,0.064,Metric Tonnes,Methiseeds,6981.0,6981.0,6981.0,Rs./Quintal
Shamgarh APMC,0.8740000000000001,Metric Tonnes,Methiseeds,4941.0,6099.0,6099.0,Rs./Quintal
Commodity Name : Muskmelon Seeds
Manasa APMC,0.052000000000000005,Metric Tonnes,Muskmelon Seeds,19000.0,19000.0,19000.0,Rs./Quintal
,0.5980000000000001,Metric Tonnes,Muskmelon Seeds,19400.0,21300.0,21300.0,Rs./Quintal
Commodity Name : Soanf
Badwani APMC,12.100000000000001,Metric Tonnes,Soanf,12000.0,15000.0,13000.0,Rs./Quintal
Commodity Name : Turmeric
Dhar APMC,10.0,Metric Tonnes,Turmeric,14900.0,14900.0,14900.0,Rs./Quintal
Commodity Name : dried mango
Budhar APMC,1.5,Metric Tonnes,Amacaria,5000.0,5000.0,5000.0,Rs./Quintal
Sidhi APMC,12.5,Metric Tonnes,Aam khatai,5370.0,5410.0,5410.0,Rs./Quintal
Umariya APMC,10.0,Metric Tonnes,Amacaria,4990.0,5000.0,5000.0,Rs./Quintal
Commodity Name : mango powder
Alirajpur APMC,2.5500000000000003,Metric Tonnes,Amchur,13000.0,14500.0,14500.0,Rs./Quintal
Ashta APMC,10.605,Metric Tonnes,Amchur,5296.0,5428.0,5428.0,Rs./Quintal
Indore APMC,13.284,Metric Tonnes,Amchur,5690.0,25000.0,5810.0,Rs./Quintal
Commodity Name : nigella
Jaora APMC,0.032,Metric Tonnes,Kalonji,15790.0,15790.0,15790.0,Rs./Quintal
Neemuch APMC,5.659000000000001,Metric Tonnes,Kalonji,11500.0,17681.0,17000.0,Rs./Quintal
Pohari APMC,0.658,Metric Tonnes,Kalonji,15705.0,15775.0,15775.0,Rs./Quintal
Commodity Name : poppy seeds
Jaora APMC,3.532,Metric Tonnes,Khaskhas,82000.0,155000.0,120001.0,Rs./Quintal
Neemuch APMC,34.793,Metric Tonnes,Poppy seed,71000.0,160500.0,78000.0,Rs./Quintal
Commodity Group Name : Vegetables
Commodity Name : Bhindi(Ladies Finger)
Dewas(F&V) APMC,1.2000000000000002,Metric Tonnes,Other,1000.0,2000.0,1200.0,Rs./Quintal
Harda(F&V) APMC,0.6000000000000001,Metric Tonnes,Other,700.0,800.0,750.0,Rs./Quintal
Indore(F&V) APMC,8.0,Metric Tonnes,Bhindi,600.0,1500.0,1000.0,Rs./Quintal
Khandwa(F&V) APMC,0.8,Metric Tonnes,Bhindi,1000.0,2500.0,1400.0,Rs./Quintal
Shivpuri(F&V) APMC,0.6,Metric Tonnes,Other,2000.0,2000.0,2000.0,Rs./Quintal
Ujjain(F&V) APMC,0.32,Metric Tonnes,Bhindi,1193.0,1193.0,1193.0,Rs./Quintal
Commodity Name : Bitter gourd
Indore(F&V) APMC,10.0,Metric Tonnes,Bitter Gourd,800.0,2000.0,1400.0,Rs./Quintal
Khandwa(F&V) APMC,0.4,Metric Tonnes,Bitter Gourd,850.0,2000.0,1500.0,Rs./Quintal
Neemuch APMC,0.5690000000000001,Metric Tonnes,Bitter Gourd-Organic,7200.0,7200.0,7200.0,Rs./Quintal
Shivpuri(F&V) APMC,1.0,Metric Tonnes,Other,1500.0,1500.0,1500.0,Rs./Quintal
Ujjain(F&V) APMC,0.36,Metric Tonnes,Bitter Gourd,843.0,843.0,843.0,Rs./Quintal
Commodity Name : Bottle gourd
Harda(F&V) APMC,0.8,Metric Tonnes,Other,600.0,800.0,700.0,Rs./Quintal
Indore(F&V) APMC,7.0,Metric Tonnes,Bottle Gourd,600.0,1800.0,1200.0,Rs./Quintal
Khandwa(F&V) APMC,1.2000000000000002,Metric Tonnes,Bottle Gourd,400.0,800.0,500.0,Rs./Quintal
Morena APMC,2.0,Metric Tonnes,Bottle Gourd,1000.0,1000.0,1000.0,Rs./Quintal
Morena(F&V) APMC,2.0,Metric Tonnes,Bottle Gourd,1000.0,1000.0,1000.0,Rs./Quintal
Sagar(F&V) APMC,1.0,Metric Tonnes,Bottle Gourd,800.0,1000.0,900.0,Rs./Quintal
Shivpuri(F&V) APMC,0.8,Metric Tonnes,Other,1500.0,1500.0,1500.0,Rs./Quintal
Ujjain(F&V) APMC,0.47,Metric Tonnes,Bottle Gourd,782.0,782.0,782.0,Rs./Quintal
Commodity Name : Brinjal
Dewas(F&V) APMC,2.2,Metric Tonnes,Other,400.0,1200.0,600.0,Rs./Quintal
Harda(F&V) APMC,0.6000000000000001,Metric Tonnes,Other,600.0,800.0,700.0,Rs./Quintal
Khandwa(F&V) APMC,1.2000000000000002,Metric Tonnes,Brinjal,750.0,1600.0,950.0,Rs./Quintal
Morena APMC,1.0,Metric Tonnes,Round,1000.0,1000.0,1000.0,Rs./Quintal
Morena(F&V) APMC,1.0,Metric Tonnes,Brinjal,1000.0,1000.0,1000.0,Rs./Quintal
Sagar(F&V) APMC,1.0,Metric Tonnes,Brinjal,700.0,900.0,800.0,Rs./Quintal
Shivpuri(F&V) APMC,1.0,Metric Tonnes,Other,1000.0,1000.0,1000.0,Rs./Quintal
Ujjain(F&V) APMC,0.45,Metric Tonnes,Brinjal,761.0,761.0,761.0,Rs./Quintal
Commodity Name : Cabbage
Dewas(F&V) APMC,1.5,Metric Tonnes,Other,450.0,900.0,600.0,Rs./Quintal
Harda(F&V) APMC,0.8,Metric Tonnes,Other,700.0,900.0,800.0,Rs./Quintal
Indore(F&V) APMC,40.0,Metric Tonnes,Cabbage,200.0,500.0,300.0,Rs./Quintal
Khandwa(F&V) APMC,1.1,Metric Tonnes,Cabbage,300.0,600.0,420.0,Rs./Quintal
Shivpuri(F&V) APMC,1.0,Metric Tonnes,Other,1200.0,1200.0,1200.0,Rs./Quintal
Ujjain(F&V) APMC,0.46,Metric Tonnes,Cabbage,823.0,823.0,823.0,Rs./Quintal
Commodity Name : Capsicum
Indore(F&V) APMC,9.0,Metric Tonnes,Capsicum,800.0,2000.0,1400.0,Rs./Quintal
Khandwa(F&V) APMC,0.30000000000000004,Metric Tonnes,Capsicum,1000.0,3000.0,1650.0,Rs./Quintal
Ujjain(F&V) APMC,0.83,Metric Tonnes,Capsicum,1269.0,1269.0,1269.0,Rs./Quintal
Commodity Name : Carrot
Sagar(F&V) APMC,0.7000000000000001,Metric Tonnes,Carrot,600.0,1000.0,800.0,Rs./Quintal
Commodity Name : Cauliflower
Dewas(F&V) APMC,1.0,Metric Tonnes,Other,800.0,1600.0,1000.0,Rs./Quintal
Harda(F&V) APMC,1.0,Metric Tonnes,Other,1000.0,1100.0,1050.0,Rs./Quintal
Indore(F&V) APMC,45.0,Metric Tonnes,Local,400.0,1000.0,600.0,Rs./Quintal
Khandwa(F&V) APMC,1.3,Metric Tonnes,Cauliflower,700.0,1500.0,800.0,Rs./Quintal
Sagar(F&V) APMC,1.7000000000000002,Metric Tonnes,Cauliflower,300.0,500.0,400.0,Rs./Quintal
Shivpuri(F&V) APMC,1.0,Metric Tonnes,Other,1200.0,1200.0,1200.0,Rs./Quintal
Ujjain(F&V) APMC,0.45,Metric Tonnes,Cauliflower,776.0,776.0,776.0,Rs./Quintal
Commodity Name : Coriander(Leaves)
Agar APMC,0.6280000000000001,Bundle,Coriander,12100.0,12790.0,12790.0,Rs./Bundle
Aron APMC,1.4140000000000001,Bundle,Coriander,10775.0,12775.0,12775.0,Rs./Bundle
Ashoknagar APMC,14.208000000000002,Bundle,Coriander,2150.0,13600.0,12100.0,Rs./Bundle
Badarwas APMC,1.072,Bundle,Coriander,10360.0,12005.0,12005.0,Rs./Bundle
Biaora APMC,5.3340000000000005,Bundle,Coriander,6300.0,15100.0,12550.0,Rs./Bundle
Binaganj APMC,3.596,Bundle,Coriander,11800.0,14650.0,13000.0,Rs./Bundle
Ganjbasoda APMC,0.191,Bundle,Coriander,10000.0,12000.0,12000.0,Rs./Bundle
Guna APMC,197.75300000000001,Bundle,Coriander,5525.0,15400.0,13000.0,Rs./Bundle
Harda(F&V) APMC,0.1,Bundle,Other,1100.0,1400.0,1200.0,Rs./Bundle
Jaora APMC,0.205,Bundle,Coriander,11000.0,12600.0,12600.0,Rs./Bundle
Kumbhraj APMC,34.322,Bundle,Coriander,11850.0,16350.0,14750.0,Rs./Bundle
Kurawar APMC,0.118,Bundle,Coriander,10505.0,12475.0,12475.0,Rs./Bundle
Maksudangarh APMC,0.12,Bundle,Coriander,12505.0,12505.0,12505.0,Rs./Bundle
Mandsaur APMC,0.9910000000000001,Bundle,Coriander,9899.0,13500.0,12000.0,Rs./Bundle
Nalkehda APMC,0.281,Bundle,Coriander,7600.0,11401.0,11401.0,Rs./Bundle
Narsinghgarh APMC,2.4000000000000004,Bundle,Coriander,2050.0,14500.0,12700.0,Rs./Bundle
Neemuch APMC,1.7780000000000002,Bundle,Coriander,11100.0,13080.0,12000.0,Rs./Bundle
Shamgarh APMC,1.838,Bundle,Coriander,8200.0,12100.0,12100.0,Rs./Bundle
,0.672,Bundle,Coriander,11100.0,12832.0,12832.0,Rs./Bundle
Sheopurkalan APMC,0.887,Bundle,Coriander,10800.0,12245.0,12245.0,Rs./Bundle
Shujalpur APMC,0.068,Bundle,Coriander,11000.0,11521.0,11521.0,Rs./Bundle
Commodity Name : Cucumbar(Kheera)
Harda(F&V) APMC,0.5,Metric Tonnes,Other,800.0,1000.0,900.0,Rs./Quintal
Khandwa(F&V) APMC,0.6000000000000001,Metric Tonnes,Cucumbar,400.0,800.0,600.0,Rs./Quintal
Sagar(F&V) APMC,0.6000000000000001,Metric Tonnes,Cucumbar,600.0,800.0,700.0,Rs./Quintal
Shivpuri(F&V) APMC,0.7,Metric Tonnes,Cucumbar,1500.0,1500.0,1500.0,Rs./Quintal
Commodity Name : Drumstick
Indore(F&V) APMC,7.5,Metric Tonnes,Drumstick,1000.0,3000.0,2000.0,Rs./Quintal
Commodity Name : French Beans(Frasbean)
Indore APMC,12.572000000000001,Metric Tonnes,French Beans (Frasbean),1310.0,9425.0,9425.0,Rs./Quintal
Commodity Name : Garlic
A lot APMC,10.468000000000002,Metric Tonnes,Garlic,600.0,13701.0,6500.0,Rs./Quintal
Agar APMC,1.968,Metric Tonnes,Garlic,1500.0,9005.0,4801.0,Rs./Quintal
Badnagar APMC,1.657,Metric Tonnes,Garlic,2600.0,8100.0,3905.0,Rs./Quintal
Badnawar APMC,59.44500000000001,Metric Tonnes,Garlic,3700.0,13751.0,5051.0,Rs./Quintal
,48.35,Metric Tonnes,Garlic,2615.0,13705.0,5600.0,Rs./Quintal
Badnawar(F&V) APMC,110.8,Metric Tonnes,Garlic,5600.0,5600.0,5600.0,Rs./Quintal
Bhopal APMC,61.325,Metric Tonnes,Garlic,1000.0,16600.0,5600.0,Rs./Quintal
Biaora APMC,18.827,Metric Tonnes,Garlic,1950.0,13550.0,7000.0,Rs./Quintal
Deori APMC,12.609000000000002,Metric Tonnes,Garlic,4600.0,4800.0,4800.0,Rs./Quintal
Dewas(F&V) APMC,0.30000000000000004,Metric Tonnes,Other,3000.0,10000.0,4500.0,Rs./Quintal
Ichhawar APMC,1.4900000000000002,Metric Tonnes,Garlic,5300.0,11700.0,11700.0,Rs./Quintal
Indore APMC,423.766,Metric Tonnes,Garlic,500.0,18500.0,4000.0,Rs./Quintal
,59.918,Metric Tonnes,Garlic,3300.0,12500.0,4500.0,Rs./Quintal
,0.17300000000000001,Metric Tonnes,Average,5000.0,5000.0,5000.0,Rs./Quintal
Jaora APMC,154.731,Metric Tonnes,Garlic,1000.0,22122.0,8000.0,Rs./Quintal
Javad APMC,3.226,Metric Tonnes,Garlic,2201.0,17552.0,9001.0,Rs./Quintal
Kalapipal APMC,54.789,Metric Tonnes,Garlic,2000.0,14600.0,6000.0,Rs./Quintal
Manasa APMC,55.753,Metric Tonnes,Garlic,1900.0,17000.0,4300.0,Rs./Quintal
Mandsaur APMC,288.192,Metric Tonnes,Garlic,2200.0,21000.0,10000.0,Rs./Quintal
,213.42,Metric Tonnes,Garlic,1500.0,21101.0,6000.0,Rs./Quintal
,4.525,Metric Tonnes,Desi,5125.0,5125.0,5125.0,Rs./Quintal
Narsinghgarh APMC,85.12400000000001,Metric Tonnes,Garlic,500.0,16300.0,5800.0,Rs./Quintal
Neemuch APMC,8.813,Metric Tonnes,Average,2300.0,17800.0,5000.0,Rs./Quintal
,138.61700000000002,Metric Tonnes,Garlic,3900.0,21501.0,7500.0,Rs./Quintal
,65.397,Metric Tonnes,Garlic,1580.0,19400.0,5000.0,Rs./Quintal
,40.606,Metric Tonnes,Average,2001.0,20400.0,9400.0,Rs./Quintal
Petlawad APMC,0.217,Metric Tonnes,Average,6500.0,11011.0,11011.0,Rs./Quintal
,0.167,Metric Tonnes,Garlic,4100.0,6820.0,6820.0,Rs./Quintal
Piplya APMC,35.895,Metric Tonnes,Garlic,1500.0,16300.0,5500.0,Rs./Quintal
,0.313,Metric Tonnes,Garlic-Organic,4990.0,5100.0,5100.0,Rs./Quintal
,150.69500000000002,Metric Tonnes,Garlic,2080.0,19002.0,4900.0,Rs./Quintal
Ratlam APMC,62.50900000000001,Metric Tonnes,Garlic,2000.0,18352.0,5800.0,Rs./Quintal
Sailana APMC,24.839,Metric Tonnes,Garlic,2200.0,14801.0,5900.0,Rs./Quintal
,3.0,Metric Tonnes,Average,6500.0,6500.0,6500.0,Rs./Quintal
Sehore APMC,21.201,Metric Tonnes,Garlic,3000.0,13400.0,5500.0,Rs./Quintal
,54.342999999999996,Metric Tonnes,Garlic,2012.0,13451.0,6000.0,Rs./Quintal
Shajapur APMC,33.225,Metric Tonnes,Garlic,1917.54,12500.0,7460.0,Rs./Quintal
,7.984000000000001,Metric Tonnes,Garlic,1750.0,5900.0,5900.0,Rs./Quintal
Shajapur(F&V) APMC,107.0,Metric Tonnes,Garlic,1600.0,13400.0,6000.0,Rs./Quintal
Shamgarh APMC,24.840000000000003,Metric Tonnes,Garlic,2001.0,13001.0,5001.0,Rs./Quintal
Shujalpur APMC,110.86099999999999,Metric Tonnes,Desi,500.0,15000.0,5900.0,Rs./Quintal
Sitmau APMC,27.364,Metric Tonnes,Garlic,1800.0,14000.0,6000.0,Rs./Quintal
Ujjain APMC,62.129999999999995,Metric Tonnes,Garlic,500.0,18101.0,4500.0,Rs./Quintal
Commodity Name : Ginger(Green)
Indore(F&V) APMC,4.0,Metric Tonnes,Green Ginger,3000.0,9000.0,4500.0,Rs./Quintal
Ujjain(F&V) APMC,0.54,Metric Tonnes,Green Ginger,1539.0,1539.0,1539.0,Rs./Quintal
Commodity Name : Green Chilli
Dewas(F&V) APMC,0.7000000000000001,Metric Tonnes,Other,1800.0,4000.0,2000.0,Rs./Quintal
